PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11,HID
3378,E02000001,2,2,2,2099
3379,E02000001,2,2,2,1137
3380,E02000001,2,2,2,174
3381,E02000001,2,2,2,2001
3382,E02000001,2,2,2,5315
3383,E02000001,2,2,2,698
3384,E02000001,2,2,2,4444
3385,E02000001,2,2,2,4980
3386,E02000001,2,2,2,2525
3387,E02000001,2,2,2,1766
3388,E02000001,2,2,2,1360
3389,E02000001,2,2,2,177
3390,E02000001,2,2,2,3830
3391,E02000001,2,2,2,2284
3392,E02000001,2,2,2,4011
3393,E02000001,2,2,2,84
3394,E02000001,2,2,2,1495
3395,E02000001,2,2,2,1524
3396,E02000001,2,2,3,4199
3397,E02000001,2,2,4,3806
3398,E02000001,2,2,4,67
3399,E02000001,2,2,4,369
3400,E02000001,2,2,4,4412
3401,E02000001,2,2,4,2386
3402,E02000001,2,2,5,4706
3403,E02000001,2,2,5,367
3404,E02000001,2,2,6,2382
3405,E02000001,2,2,6,4609
3406,E02000001,2,2,6,2699
3407,E02000001,2,2,6,3250
3408,E02000001,2,2,6,557
3409,E02000001,2,3,2,4004
3410,E02000001,2,3,2,3664
3411,E02000001,2,3,2,699
3412,E02000001,2,3,2,2148
3413,E02000001,2,3,2,2083
3414,E02000001,2,3,2,1314
3415,E02000001,2,3,2,136
3416,E02000001,2,3,2,3823
3417,E02000001,2,3,2,3832
3418,E02000001,2,3,2,2135
3419,E02000001,2,3,2,1923
3420,E02000001,2,3,2,370
3421,E02000001,2,3,2,204
3422,E02000001,2,3,2,3909
3423,E02000001,2,3,2,4069
3424,E02000001,2,3,2,2196
3425,E02000001,2,3,2,79
3426,E02000001,2,3,2,320
3427,E02000001,2,3,2,1338
3428,E02000001,2,3,4,4095
3429,E02000001,2,3,4,4053
3430,E02000001,2,3,4,1129
3431,E02000001,2,3,4,368
3432,E02000001,2,3,4,516
3433,E02000001,2,3,4,4200
3434,E02000001,2,3,4,3224
3435,E02000001,2,3,4,93
3436,E02000001,2,3,4,4691
3437,E02000001,2,3,5,281
3438,E02000001,2,3,5,2172
3439,E02000001,2,3,5,2539
3440,E02000001,2,3,6,2195
3441,E02000001,2,3,6,4086
3442,E02000001,2,3,6,4613
3443,E02000001,2,3,6,4201
3444,E02000001,2,3,6,509
3445,E02000001,2,3,6,1650
3446,E02000001,2,3,6,2175
3447,E02000001,2,3,6,557
3448,E02000001,2,3,8,3934
3449,E02000001,2,3,8,116
3450,E02000001,2,4,2,173
3451,E02000001,2,4,2,221
3452,E02000001,2,4,2,773
3453,E02000001,2,4,2,2147
3454,E02000001,2,4,2,1802
3455,E02000001,2,4,2,5263
3456,E02000001,2,4,2,1755
3457,E02000001,2,4,2,1754
3458,E02000001,2,4,2,714
3459,E02000001,2,4,2,4694
3460,E02000001,2,4,2,3494
3461,E02000001,2,4,2,3926
3462,E02000001,2,4,2,365
3463,E02000001,2,4,2,2389
3464,E02000001,2,4,2,4068
3465,E02000001,2,4,2,70
3466,E02000001,2,4,2,1663
3467,E02000001,2,4,4,83
3468,E02000001,2,4,4,3627
3469,E02000001,2,4,4,3610
3470,E02000001,2,4,4,1518
3471,E02000001,2,4,4,2189
3472,E02000001,2,4,5,3808
3473,E02000001,2,4,5,4010
3474,E02000001,2,4,5,1312
3475,E02000001,2,4,5,4229
3476,E02000001,2,4,6,2960
3477,E02000001,2,4,6,1374
3478,E02000001,2,4,6,4086
3479,E02000001,2,4,6,2339
3480,E02000001,2,5,2,3677
3481,E02000001,2,5,2,2177
3482,E02000001,2,5,2,361
3483,E02000001,2,5,2,767
3484,E02000001,2,5,2,1602
3485,E02000001,2,5,2,187
3486,E02000001,2,5,2,3828
3487,E02000001,2,5,2,3620
3488,E02000001,2,5,2,1930
3489,E02000001,2,5,2,3783
3490,E02000001,2,5,2,2131
3491,E02000001,2,5,2,5223
3492,E02000001,2,5,2,201
3493,E02000001,2,5,2,1497
3494,E02000001,2,5,3,4083
3495,E02000001,2,5,4,3412
3496,E02000001,2,5,4,1661
3497,E02000001,2,5,4,3813
3498,E02000001,2,5,5,1372
3499,E02000001,2,5,6,4220
3500,E02000001,2,5,6,429
3501,E02000001,2,5,6,215
3502,E02000001,2,5,6,2884
3503,E02000001,2,5,7,1100
3504,E02000001,2,5,7,2121
3505,E02000001,2,6,2,5334
3506,E02000001,2,6,2,3270
3507,E02000001,2,6,2,766
3508,E02000001,2,6,2,1478
3509,E02000001,2,6,2,211
3510,E02000001,2,6,2,73
3511,E02000001,2,6,2,1912
3512,E02000001,2,6,3,2287
3513,E02000001,2,6,4,3923
3514,E02000001,2,6,4,4063
3515,E02000001,2,6,4,5303
3516,E02000001,2,6,4,3846
3517,E02000001,2,6,4,4462
3518,E02000001,2,6,6,2216
3519,E02000001,2,6,8,2858
3520,E02000001,2,7,2,1009
3521,E02000001,2,7,2,4052
3522,E02000001,2,7,2,3274
3523,E02000001,2,7,2,5270
3524,E02000001,2,7,2,2236
3525,E02000001,2,7,2,205
3526,E02000001,2,7,2,39
3527,E02000001,2,7,2,1337
3528,E02000001,2,7,2,176
3529,E02000001,2,7,2,3749
3530,E02000001,2,7,2,1805
3531,E02000001,2,7,3,1148
3532,E02000001,2,7,4,4065
3533,E02000001,2,7,4,3941
3534,E02000001,2,7,4,554
3535,E02000001,2,7,4,2970
3536,E02000001,2,7,4,3281
3537,E02000001,2,7,5,2119
3538,E02000001,2,7,6,138
3539,E02000001,2,7,6,5534
3540,E02000001,2,7,7,3744
3541,E02000001,2,7,8,3646
3542,E02000001,2,8,2,3782
3543,E02000001,2,8,2,3092
3544,E02000001,2,8,2,4034
3545,E02000001,2,8,2,2373
3546,E02000001,2,8,2,360
3547,E02000001,2,8,2,3825
3548,E02000001,2,8,2,4044
3549,E02000001,2,8,2,1357
3550,E02000001,2,8,4,2618
3551,E02000001,2,8,5,2118
3552,E02000001,2,8,6,496
3553,E02000001,2,8,6,3682
3554,E02000001,2,8,7,5507
3555,E02000001,2,9,2,5203
3556,E02000001,2,9,2,134
3557,E02000001,2,9,2,1373
3558,E02000001,2,9,2,1745
3559,E02000001,2,9,2,1659
3560,E02000001,2,9,2,1929
3561,E02000001,2,9,2,2126
3562,E02000001,2,9,2,2179
3563,E02000001,2,9,3,2225
3564,E02000001,2,9,4,1626
3565,E02000001,2,9,4,2679
3566,E02000001,2,9,4,3846
3567,E02000001,2,9,6,4025
3568,E02000001,2,9,6,1327
3569,E02000001,2,9,6,3980
3570,E02000001,2,10,2,4000
3571,E02000001,2,10,2,5271
3572,E02000001,2,10,2,1977
3573,E02000001,2,10,2,4055
3574,E02000001,2,10,2,4031
3575,E02000001,2,10,2,2274
3576,E02000001,2,10,2,1553
3577,E02000001,2,10,2,3875
3578,E02000001,2,10,2,2086
3579,E02000001,2,10,2,1225
3580,E02000001,2,10,2,3762
3581,E02000001,2,10,2,2059
3582,E02000001,2,10,4,4595
3583,E02000001,2,10,4,2134
3584,E02000001,2,10,4,4462
3585,E02000001,2,10,6,2178
3586,E02000001,2,10,6,3578
3587,E02000001,2,10,6,4201
3588,E02000001,2,10,6,4603
3589,E02000001,2,10,6,556
3590,E02000001,2,10,6,3978
3591,E02000001,2,11,2,4006
3592,E02000001,2,11,2,171
3593,E02000001,2,11,2,1242
3594,E02000001,2,11,2,2060
3595,E02000001,2,11,2,645
3596,E02000001,2,11,2,3676
3597,E02000001,2,11,2,1804
3598,E02000001,2,11,2,2552
3599,E02000001,2,11,2,1313
3600,E02000001,2,11,4,3809
3601,E02000001,2,11,4,1756
3602,E02000001,2,11,4,212
3603,E02000001,2,11,4,2946
3604,E02000001,2,11,4,3487
3605,E02000001,2,11,5,2672
3606,E02000001,2,11,6,5430
3607,E02000001,2,11,6,2673
3608,E02000001,2,11,7,5182
3609,E02000001,2,11,8,1302
3610,E02000001,2,12,2,4005
3611,E02000001,2,12,2,2615
3612,E02000001,2,12,2,200
3613,E02000001,2,12,2,1126
3614,E02000001,2,12,2,1127
3615,E02000001,2,12,2,2387
3616,E02000001,2,12,4,5222
3617,E02000001,2,12,6,4099
3618,E02000001,2,12,6,3910
3619,E02000001,2,12,6,792
3620,E02000001,2,12,6,215
3621,E02000001,2,13,2,5445
3622,E02000001,2,13,2,5314
3623,E02000001,2,13,2,1803
3624,E02000001,2,13,2,5529
3625,E02000001,2,13,2,199
3626,E02000001,2,13,2,1352
3627,E02000001,2,13,2,362
3628,E02000001,2,13,2,5313
3629,E02000001,2,13,2,137
3630,E02000001,2,13,2,4583
3631,E02000001,2,13,2,4772
3632,E02000001,2,13,2,776
3633,E02000001,2,13,2,862
3634,E02000001,2,13,2,69
3635,E02000001,2,13,4,1853
3636,E02000001,2,13,4,2171
3637,E02000001,2,13,6,5444
3638,E02000001,2,13,6,49
3639,E02000001,2,13,6,3797
3640,E02000001,2,13,6,4066
3641,E02000001,2,13,6,1753
3642,E02000001,2,13,6,4070
3643,E02000001,2,13,8,2215
3644,E02000001,2,13,8,61
3645,E02000001,2,14,2,1523
3646,E02000001,2,14,2,4876
3647,E02000001,2,14,2,4134
3648,E02000001,2,14,2,2957
3649,E02000001,2,14,2,772
3650,E02000001,2,14,2,4791
3651,E02000001,2,14,2,4228
3652,E02000001,2,14,4,1856
3653,E02000001,2,14,4,2689
3654,E02000001,2,14,6,2223
3655,E02000001,2,14,6,312
3656,E02000001,2,14,6,1315
3657,E02000001,2,14,8,2924
3658,E02000001,2,15,2,4323
3659,E02000001,2,15,2,3751
3660,E02000001,2,15,2,450
3661,E02000001,2,15,2,4227
3662,E02000001,2,15,2,123
3663,E02000001,2,15,2,4056
3664,E02000001,2,15,2,1561
3665,E02000001,2,15,3,350
3666,E02000001,2,15,4,3590
3667,E02000001,2,15,4,181
3668,E02000001,2,15,4,1223
3669,E02000001,2,15,4,2689
3670,E02000001,2,15,4,2675
3671,E02000001,2,15,5,4027
3672,E02000001,2,15,6,2082
3673,E02000001,2,15,6,4046
3674,E02000001,2,15,6,3929
3675,E02000001,2,15,8,1552
3676,E02000001,2,16,2,1288
3677,E02000001,2,16,2,3665
3678,E02000001,2,16,2,3924
3679,E02000001,2,16,2,434
3680,E02000001,2,16,2,1513
3681,E02000001,2,16,2,1161
3682,E02000001,2,16,4,1760
3683,E02000001,2,16,4,774
3684,E02000001,2,16,5,170
3685,E02000001,2,16,6,797
3686,E02000001,2,16,6,4043
3687,E02000001,2,16,6,2131
3688,E02000001,2,17,2,1846
3689,E02000001,2,17,2,2911
3690,E02000001,2,17,2,2355
3691,E02000001,2,17,2,4177
3692,E02000001,2,17,2,2198
3693,E02000001,2,17,4,4693
3694,E02000001,2,17,6,1534
3695,E02000001,2,18,2,875
3696,E02000001,2,18,2,1045
3697,E02000001,2,18,2,5420
3698,E02000001,2,18,2,1933
3699,E02000001,2,18,2,4900
3700,E02000001,2,18,4,2945
3701,E02000001,2,18,6,336
3702,E02000001,2,19,2,2592
3703,E02000001,2,19,2,2308
3704,E02000001,2,19,2,705
3705,E02000001,2,19,2,1712
3706,E02000001,2,19,2,4016
3707,E02000001,2,19,2,3969
3708,E02000001,2,19,2,1769
3709,E02000001,2,19,2,214
3710,E02000001,2,19,2,3985
3711,E02000001,2,19,2,1143
3712,E02000001,2,19,3,2130
3713,E02000001,2,19,4,4876
3714,E02000001,2,19,4,3585
3715,E02000001,2,19,4,1300
3716,E02000001,2,19,5,3224
3717,E02000001,2,19,6,1742
3718,E02000001,2,19,6,4170
3719,E02000001,2,19,6,3137
3720,E02000001,2,20,2,1389
3721,E02000001,2,20,2,4015
3722,E02000001,2,20,2,5138
3723,E02000001,2,20,2,1071
3724,E02000001,2,20,2,3963
3725,E02000001,2,20,2,295
3726,E02000001,2,20,2,3476
3727,E02000001,2,20,4,4038
3728,E02000001,2,20,4,1655
3729,E02000001,2,20,4,285
3730,E02000001,2,20,4,1661
3731,E02000001,2,20,5,693
3732,E02000001,2,20,6,1731
3733,E02000001,2,20,6,361
3734,E02000001,2,20,7,2181
3735,E02000001,2,20,8,3679
3736,E02000001,2,21,2,1449
3737,E02000001,2,21,2,13
3738,E02000001,2,21,2,2828
3739,E02000001,2,21,2,2302
3740,E02000001,2,21,2,518
3741,E02000001,2,21,2,2621
3742,E02000001,2,21,2,4928
3743,E02000001,2,21,2,2361
3744,E02000001,2,21,2,850
3745,E02000001,2,21,2,87
3746,E02000001,2,21,2,2944
3747,E02000001,2,21,2,1237
3748,E02000001,2,21,2,977
3749,E02000001,2,21,2,4148
3750,E02000001,2,21,3,2972
3751,E02000001,2,21,4,3660
3752,E02000001,2,21,4,2065
3753,E02000001,2,21,4,3806
3754,E02000001,2,21,4,67
3755,E02000001,2,21,4,1752
3756,E02000001,2,21,5,1806
3757,E02000001,2,21,5,4754
3758,E02000001,2,21,6,4141
3759,E02000001,2,21,6,2978
3760,E02000001,2,21,6,223
3761,E02000001,2,21,6,2953
3762,E02000001,2,21,7,758
3763,E02000001,2,21,8,5497
3764,E02000001,2,23,2,351
3765,E02000001,2,23,2,3488
3766,E02000001,2,23,2,3970
3767,E02000001,2,23,2,4358
3768,E02000001,2,23,2,4631
3769,E02000001,2,23,2,4644
3770,E02000001,2,23,2,1525
3771,E02000001,2,23,2,4367
3772,E02000001,2,23,2,56
3773,E02000001,2,23,2,3891
3774,E02000001,2,23,2,1896
3775,E02000001,2,23,2,529
3776,E02000001,2,23,2,5239
3777,E02000001,2,23,2,3235
3778,E02000001,2,23,2,3422
3779,E02000001,2,23,2,5209
3780,E02000001,2,23,2,4561
3781,E02000001,2,23,3,4976
3782,E02000001,2,23,4,219
3783,E02000001,2,23,4,2660
3784,E02000001,2,23,4,508
3785,E02000001,2,23,4,765
3786,E02000001,2,23,4,3614
3787,E02000001,2,23,4,3249
3788,E02000001,2,23,5,1213
3789,E02000001,2,23,5,3799
3790,E02000001,2,23,5,1204
3791,E02000001,2,23,6,1119
3792,E02000001,2,23,6,1177
3793,E02000001,2,23,6,2073
3794,E02000001,2,23,6,744
3795,E02000001,2,23,7,2147
3796,E02000001,2,23,7,1100
3797,E02000001,2,23,8,2846
3798,E02000001,2,25,2,3148
3799,E02000001,2,25,2,1717
3800,E02000001,2,25,2,1364
3801,E02000001,2,25,2,3440
3802,E02000001,2,25,2,2259
3803,E02000001,2,25,2,606
3804,E02000001,2,25,2,537
3805,E02000001,2,25,2,504
3806,E02000001,2,25,2,3199
3807,E02000001,2,25,2,703
3808,E02000001,2,25,2,5415
3809,E02000001,2,25,2,5163
3810,E02000001,2,25,2,1200
3811,E02000001,2,25,2,3409
3812,E02000001,2,25,2,4681
3813,E02000001,2,25,3,2074
3814,E02000001,2,25,4,4033
3815,E02000001,2,25,4,3610
3816,E02000001,2,25,4,4095
3817,E02000001,2,25,4,4226
3818,E02000001,2,25,4,1603
3819,E02000001,2,25,4,1359
3820,E02000001,2,25,5,2834
3821,E02000001,2,25,6,276
3822,E02000001,2,25,6,5140
3823,E02000001,2,25,6,2238
3824,E02000001,2,25,8,2966
3825,E02000001,2,26,2,2655
3826,E02000001,2,26,2,835
3827,E02000001,2,26,2,4113
3828,E02000001,2,26,2,5403
3829,E02000001,2,26,2,4352
3830,E02000001,2,26,2,4208
3831,E02000001,2,26,2,2563
3832,E02000001,2,26,2,2567
3833,E02000001,2,26,2,5153
3834,E02000001,2,26,2,638
3835,E02000001,2,26,2,1982
3836,E02000001,2,26,2,5480
3837,E02000001,2,26,2,4399
3838,E02000001,2,26,2,2199
3839,E02000001,2,26,2,5406
3840,E02000001,2,26,2,1900
3841,E02000001,2,26,2,2832
3842,E02000001,2,26,2,938
3843,E02000001,2,26,2,4747
3844,E02000001,2,26,2,5471
3845,E02000001,2,26,2,4554
3846,E02000001,2,26,2,1236
3847,E02000001,2,26,2,5291
3848,E02000001,2,26,2,2101
3849,E02000001,2,26,2,3839
3850,E02000001,2,26,3,1764
3851,E02000001,2,26,4,3570
3852,E02000001,2,26,4,560
3853,E02000001,2,26,4,5402
3854,E02000001,2,26,4,82
3855,E02000001,2,26,4,2263
3856,E02000001,2,26,4,4239
3857,E02000001,2,26,4,4582
3858,E02000001,2,26,4,3664
3859,E02000001,2,26,5,636
3860,E02000001,2,26,6,21
3861,E02000001,2,26,6,3483
3862,E02000001,2,26,6,2700
3863,E02000001,2,26,6,4098
3864,E02000001,2,26,6,2960
3865,E02000001,2,26,6,452
3866,E02000001,2,26,6,2274
3867,E02000001,2,26,6,1493
3868,E02000001,2,26,7,4826
3869,E02000001,2,26,7,1504
3870,E02000001,2,26,8,1607
3871,E02000001,2,27,2,652
3872,E02000001,2,27,2,265
3873,E02000001,2,27,2,1527
3874,E02000001,2,27,2,593
3875,E02000001,2,27,2,5477
3876,E02000001,2,27,2,4961
3877,E02000001,2,27,2,4112
3878,E02000001,2,27,2,1606
3879,E02000001,2,27,2,628
3880,E02000001,2,27,2,3591
3881,E02000001,2,27,2,2248
3882,E02000001,2,27,2,386
3883,E02000001,2,27,2,4175
3884,E02000001,2,27,2,4840
3885,E02000001,2,27,2,1140
3886,E02000001,2,27,2,2653
3887,E02000001,2,27,2,4919
3888,E02000001,2,27,2,5129
3889,E02000001,2,27,2,4927
3890,E02000001,2,27,2,14
3891,E02000001,2,27,2,4107
3892,E02000001,2,27,2,3625
3893,E02000001,2,27,3,5162
3894,E02000001,2,27,3,4444
3895,E02000001,2,27,4,5374
3896,E02000001,2,27,4,395
3897,E02000001,2,27,4,3618
3898,E02000001,2,27,4,2985
3899,E02000001,2,27,4,39
3900,E02000001,2,27,4,1766
3901,E02000001,2,27,4,421
3902,E02000001,2,27,4,3161
3903,E02000001,2,27,5,981
3904,E02000001,2,27,5,619
3905,E02000001,2,27,6,4933
3906,E02000001,2,27,6,4077
3907,E02000001,2,27,6,4579
3908,E02000001,2,27,6,4601
3909,E02000001,2,27,7,4335
3910,E02000001,2,28,2,1540
3911,E02000001,2,28,2,4679
3912,E02000001,2,28,2,1794
3913,E02000001,2,28,2,1064
3914,E02000001,2,28,2,2838
3915,E02000001,2,28,2,5197
3916,E02000001,2,28,2,1579
3917,E02000001,2,28,2,81
3918,E02000001,2,28,2,523
3919,E02000001,2,28,2,2354
3920,E02000001,2,28,2,277
3921,E02000001,2,28,2,4385
3922,E02000001,2,28,2,2840
3923,E02000001,2,28,4,1298
3924,E02000001,2,28,4,2859
3925,E02000001,2,28,4,1139
3926,E02000001,2,28,4,4819
3927,E02000001,2,28,4,1129
3928,E02000001,2,28,4,2848
3929,E02000001,2,28,5,3931
3930,E02000001,2,28,5,5530
3931,E02000001,2,28,6,5322
3932,E02000001,2,28,6,4409
3933,E02000001,2,28,6,2253
3934,E02000001,2,28,7,55
3935,E02000001,2,29,2,972
3936,E02000001,2,29,2,816
3937,E02000001,2,29,2,532
3938,E02000001,2,29,2,4366
3939,E02000001,2,29,2,290
3940,E02000001,2,29,2,5388
3941,E02000001,2,29,2,1539
3942,E02000001,2,29,2,4392
3943,E02000001,2,29,2,2577
3944,E02000001,2,29,2,5409
3945,E02000001,2,29,2,4351
3946,E02000001,2,29,2,4952
3947,E02000001,2,29,2,1014
3948,E02000001,2,29,2,384
3949,E02000001,2,29,2,4570
3950,E02000001,2,29,4,5302
3951,E02000001,2,29,4,2165
3952,E02000001,2,29,4,4058
3953,E02000001,2,29,4,1440
3954,E02000001,2,29,6,4150
3955,E02000001,2,29,6,941
3956,E02000001,2,29,6,4851
3957,E02000001,2,29,6,4424
3958,E02000001,2,29,6,1238
3959,E02000001,2,29,7,546
3960,E02000001,2,29,8,1928
3961,E02000001,2,30,2,3147
3962,E02000001,2,30,2,5155
3963,E02000001,2,30,2,1031
3964,E02000001,2,30,2,3641
3965,E02000001,2,30,2,4628
3966,E02000001,2,30,2,4649
3967,E02000001,2,30,2,2158
3968,E02000001,2,30,2,995
3969,E02000001,2,30,2,291
3970,E02000001,2,30,2,4556
3971,E02000001,2,30,2,9
3972,E02000001,2,30,2,2331
3973,E02000001,2,30,2,4165
3974,E02000001,2,30,2,4853
3975,E02000001,2,30,2,4166
3976,E02000001,2,30,2,1131
3977,E02000001,2,30,2,5428
3978,E02000001,2,30,2,5279
3979,E02000001,2,30,2,2140
3980,E02000001,2,30,2,5168
3981,E02000001,2,30,2,4700
3982,E02000001,2,30,2,706
3983,E02000001,2,30,2,2630
3984,E02000001,2,30,2,5145
3985,E02000001,2,30,2,4813
3986,E02000001,2,30,2,627
3987,E02000001,2,30,2,2684
3988,E02000001,2,30,2,1361
3989,E02000001,2,30,3,4450
3990,E02000001,2,30,4,3061
3991,E02000001,2,30,4,2515
3992,E02000001,2,30,4,424
3993,E02000001,2,30,4,2920
3994,E02000001,2,30,4,3656
3995,E02000001,2,30,4,2382
3996,E02000001,2,30,4,1310
3997,E02000001,2,30,4,5329
3998,E02000001,2,30,4,1874
3999,E02000001,2,30,4,3796
4000,E02000001,2,30,4,2289
4001,E02000001,2,30,4,3939
4002,E02000001,2,30,5,1275
4003,E02000001,2,30,5,485
4004,E02000001,2,30,5,5298
4005,E02000001,2,30,6,3887
4006,E02000001,2,30,6,1231
4007,E02000001,2,30,6,2951
4008,E02000001,2,30,6,2878
4009,E02000001,2,30,6,762
4010,E02000001,2,30,6,897
4011,E02000001,2,30,6,4436
4012,E02000001,2,30,6,327
4013,E02000001,2,30,6,1545
4014,E02000001,2,30,6,1912
4015,E02000001,2,30,7,2602
4016,E02000001,2,30,7,3886
4017,E02000001,2,30,8,1755
4018,E02000001,2,31,2,4661
4019,E02000001,2,31,2,1528
4020,E02000001,2,31,2,3420
4021,E02000001,2,31,2,4567
4022,E02000001,2,31,2,836
4023,E02000001,2,31,2,4563
4024,E02000001,2,31,2,4388
4025,E02000001,2,31,2,247
4026,E02000001,2,31,2,1952
4027,E02000001,2,31,2,1953
4028,E02000001,2,31,2,5192
4029,E02000001,2,31,2,489
4030,E02000001,2,31,2,1587
4031,E02000001,2,31,2,4760
4032,E02000001,2,31,2,2509
4033,E02000001,2,31,2,5276
4034,E02000001,2,31,2,3788
4035,E02000001,2,31,2,5498
4036,E02000001,2,31,2,1390
4037,E02000001,2,31,2,3121
4038,E02000001,2,31,2,3090
4039,E02000001,2,31,2,1558
4040,E02000001,2,31,2,4421
4041,E02000001,2,31,2,4913
4042,E02000001,2,31,2,3186
4043,E02000001,2,31,2,3667
4044,E02000001,2,31,2,549
4045,E02000001,2,31,2,3950
4046,E02000001,2,31,2,80
4047,E02000001,2,31,3,1890
4048,E02000001,2,31,4,4210
4049,E02000001,2,31,4,3565
4050,E02000001,2,31,4,1475
4051,E02000001,2,31,4,2611
4052,E02000001,2,31,4,2254
4053,E02000001,2,31,4,2046
4054,E02000001,2,31,4,1079
4055,E02000001,2,31,4,3840
4056,E02000001,2,31,5,3612
4057,E02000001,2,31,5,5334
4058,E02000001,2,31,5,1544
4059,E02000001,2,31,6,1453
4060,E02000001,2,31,6,1917
4061,E02000001,2,31,6,3450
4062,E02000001,2,31,6,659
4063,E02000001,2,31,6,2610
4064,E02000001,2,31,6,3883
4065,E02000001,2,31,6,3397
4066,E02000001,2,31,7,1380
4067,E02000001,2,31,8,4135
4068,E02000001,2,31,8,486
4069,E02000001,2,32,2,3753
4070,E02000001,2,32,2,1594
4071,E02000001,2,32,2,2687
4072,E02000001,2,32,2,2603
4073,E02000001,2,32,2,1294
4074,E02000001,2,32,2,3457
4075,E02000001,2,32,2,2169
4076,E02000001,2,32,2,2201
4077,E02000001,2,32,2,3889
4078,E02000001,2,32,2,2651
4079,E02000001,2,32,2,3077
4080,E02000001,2,32,2,3769
4081,E02000001,2,32,2,3786
4082,E02000001,2,32,2,2835
4083,E02000001,2,32,2,1448
4084,E02000001,2,32,2,4577
4085,E02000001,2,32,2,1034
4086,E02000001,2,32,2,833
4087,E02000001,2,32,2,3159
4088,E02000001,2,32,2,5233
4089,E02000001,2,32,2,5241
4090,E02000001,2,32,2,842
4091,E02000001,2,32,2,679
4092,E02000001,2,32,2,0
4093,E02000001,2,32,2,1087
4094,E02000001,2,32,2,2232
4095,E02000001,2,32,2,2204
4096,E02000001,2,32,2,2943
4097,E02000001,2,32,3,2665
4098,E02000001,2,32,3,1944
4099,E02000001,2,32,4,3557
4100,E02000001,2,32,4,5292
4101,E02000001,2,32,4,805
4102,E02000001,2,32,4,1125
4103,E02000001,2,32,4,3242
4104,E02000001,2,32,4,4063
4105,E02000001,2,32,4,4970
4106,E02000001,2,32,4,2670
4107,E02000001,2,32,4,2061
4108,E02000001,2,32,4,1009
4109,E02000001,2,32,5,1002
4110,E02000001,2,32,5,930
4111,E02000001,2,32,5,4017
4112,E02000001,2,32,6,3765
4113,E02000001,2,32,6,3206
4114,E02000001,2,32,6,1327
4115,E02000001,2,32,6,1786
4116,E02000001,2,32,6,1179
4117,E02000001,2,32,6,2091
4118,E02000001,2,32,6,1317
4119,E02000001,2,32,7,3601
4120,E02000001,2,32,7,1981
4121,E02000001,2,32,8,1891
4122,E02000001,2,33,2,633
4123,E02000001,2,33,2,743
4124,E02000001,2,33,2,2560
4125,E02000001,2,33,2,3227
4126,E02000001,2,33,2,5324
4127,E02000001,2,33,2,620
4128,E02000001,2,33,2,1586
4129,E02000001,2,33,2,4564
4130,E02000001,2,33,2,3987
4131,E02000001,2,33,2,1192
4132,E02000001,2,33,2,4758
4133,E02000001,2,33,2,2885
4134,E02000001,2,33,2,2981
4135,E02000001,2,33,2,1005
4136,E02000001,2,33,2,4896
4137,E02000001,2,33,2,3432
4138,E02000001,2,33,2,2052
4139,E02000001,2,33,2,3468
4140,E02000001,2,33,2,1232
4141,E02000001,2,33,2,1331
4142,E02000001,2,33,2,4636
4143,E02000001,2,33,2,640
4144,E02000001,2,33,2,3436
4145,E02000001,2,33,2,1445
4146,E02000001,2,33,2,5389
4147,E02000001,2,33,2,931
4148,E02000001,2,33,2,2320
4149,E02000001,2,33,2,2566
4150,E02000001,2,33,2,974
4151,E02000001,2,33,2,4879
4152,E02000001,2,33,2,4206
4153,E02000001,2,33,2,944
4154,E02000001,2,33,3,2125
4155,E02000001,2,33,3,698
4156,E02000001,2,33,4,1090
4157,E02000001,2,33,4,38
4158,E02000001,2,33,4,5383
4159,E02000001,2,33,4,4036
4160,E02000001,2,33,4,3613
4161,E02000001,2,33,4,3617
4162,E02000001,2,33,4,798
4163,E02000001,2,33,4,4215
4164,E02000001,2,33,4,3135
4165,E02000001,2,33,4,2970
4166,E02000001,2,33,4,4200
4167,E02000001,2,33,4,97
4168,E02000001,2,33,5,643
4169,E02000001,2,33,6,1280
4170,E02000001,2,33,6,1715
4171,E02000001,2,33,6,392
4172,E02000001,2,33,6,1347
4173,E02000001,2,33,6,3682
4174,E02000001,2,33,6,4085
4175,E02000001,2,33,6,2170
4176,E02000001,2,33,6,173
4177,E02000001,2,33,6,2193
4178,E02000001,2,33,6,202
4179,E02000001,2,33,6,1169
4180,E02000001,2,33,6,3977
4181,E02000001,2,33,6,783
4182,E02000001,2,33,6,1181
4183,E02000001,2,33,7,2531
4184,E02000001,2,33,8,2699
4185,E02000001,2,34,2,2500
4186,E02000001,2,34,2,3902
4187,E02000001,2,34,2,1226
4188,E02000001,2,34,2,4104
4189,E02000001,2,34,2,3766
4190,E02000001,2,34,2,1367
4191,E02000001,2,34,2,5245
4192,E02000001,2,34,2,372
4193,E02000001,2,34,2,637
4194,E02000001,2,34,4,5433
4195,E02000001,2,34,4,2088
4196,E02000001,2,34,4,1507
4197,E02000001,2,34,5,1444
4198,E02000001,2,34,6,3403
4199,E02000001,2,34,6,263
4200,E02000001,2,34,6,4587
4201,E02000001,2,35,2,2872
4202,E02000001,2,35,2,991
4203,E02000001,2,35,2,4660
4204,E02000001,2,35,2,118
4205,E02000001,2,35,2,499
4206,E02000001,2,35,2,5434
4207,E02000001,2,35,2,3067
