HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
1108,E00000016,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
4340,E00166755,5,-2,3,1,-2,1,3,1,-1,2,1,6,2
3423,E00000028,5,-2,6,1,-2,1,1,1,-1,2,2,2,2
1991,E00000021,5,-2,6,3,-2,2,4,1,-1,2,2,2,1
2701,E00000025,5,-2,6,3,-2,2,6,4,-1,2,2,2,1
2182,E00000023,5,-2,3,2,-2,2,5,3,-1,2,1,2,1
2422,E00000024,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2736,E00000025,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
2530,E00000025,5,-2,3,1,-2,1,3,2,-1,2,2,2,1
168,E00000003,5,-2,2,2,-2,2,6,4,-1,2,1,6,1
1262,E00000016,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
1966,E00000021,5,-2,6,2,-2,2,3,1,-1,2,1,2,2
471,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3223,E00000027,5,-2,6,5,-2,2,2,1,-1,2,1,4,1
4774,E00166757,5,-2,2,1,-2,1,4,1,-1,2,9,2,1
506,E00000007,5,-2,3,4,-2,2,4,2,-1,2,9,2,2
2833,E00000026,5,-2,2,1,-2,1,3,2,-1,2,2,2,3
5022,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2609,E00000025,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
3486,E00000028,5,-2,6,5,-2,2,3,2,-1,1,4,2,3
2645,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,2
3287,E00000027,-2,30,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
2053,E00000022,5,-2,2,1,-2,1,4,2,-1,2,1,4,1
1020,E00000014,5,-2,5,1,-2,1,3,1,-1,2,2,7,1
591,E00000010,5,-2,3,1,-2,1,1,1,-1,2,1,2,2
3424,E00000028,5,-2,6,1,-2,1,1,1,-1,2,1,6,1
3108,E00000027,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
1626,E00000019,5,-2,3,2,-2,4,5,3,-1,2,2,2,2
2413,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1604,E00000019,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
1846,E00000021,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
2703,E00000025,5,-2,6,5,-2,2,6,4,-1,2,2,2,1
862,E00000013,5,-2,3,2,-2,4,4,2,-1,2,4,7,1
173,E00000003,5,-2,2,2,-2,3,6,3,-1,2,2,6,2
13,E00000001,5,-2,2,1,-2,1,5,3,-1,2,2,2,1
2741,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2665,E00000025,4,-2,6,2,-2,2,4,2,-1,2,1,4,2
4082,E00000032,5,-2,6,1,-2,1,3,1,-1,2,2,6,2
2792,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
625,E00000010,5,-2,5,1,-2,1,3,1,-1,2,1,2,1
313,E00000005,5,-2,2,2,-2,3,4,2,-1,2,1,2,2
2456,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1139,E00000016,5,-2,2,4,-2,2,6,1,-1,2,2,2,2
2108,E00000022,5,-2,5,1,-2,1,4,2,-1,2,7,6,1
1226,E00000016,5,-2,6,1,-2,1,3,1,-1,2,9,2,1
3905,E00000031,5,-2,5,4,-2,2,3,2,-1,2,3,2,1
2225,E00000023,5,-2,5,3,-2,3,5,2,-1,2,2,2,1
482,E00000007,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4335,E00166755,5,-2,2,1,-2,1,6,3,-1,2,2,4,1
50,E00000001,5,-2,2,2,-2,4,6,3,-1,2,2,2,2
2610,E00000025,5,-2,6,2,-2,2,3,2,-1,1,1,2,2
4162,E00000035,5,-2,6,1,-2,1,2,1,-1,2,3,4,1
4603,E00166756,5,-2,3,5,-2,2,2,2,-1,2,1,6,1
5519,E00166759,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
330,E00000005,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
2751,E00000025,-2,-2,-1,-1,-2,0,3,3,-1,2,-1,-1,1
4337,E00166755,5,-2,2,2,-2,4,6,4,-1,1,1,2,2
2828,E00000026,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
1533,E00000018,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
2371,E00000024,5,-2,6,3,-2,2,5,1,-1,2,2,4,2
2586,E00000025,5,-2,6,1,-2,1,3,1,-1,2,6,2,2
743,E00000012,5,-2,5,1,-2,1,3,1,-1,2,7,8,2
4358,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
2554,E00000025,5,-2,5,1,-2,1,4,2,-1,2,1,2,1
5514,E00166759,5,-2,6,1,-2,1,4,1,-1,2,2,7,2
3885,E00000031,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
3853,E00000030,5,-2,6,5,-2,3,4,2,-1,2,1,2,1
4081,E00000032,5,-2,6,1,-2,1,1,1,-1,2,6,8,1
992,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,2,1
2336,E00000024,5,-2,6,3,-2,2,3,1,-1,2,1,2,2
1494,E00000018,4,-2,2,2,-2,4,6,4,-1,2,4,2,2
3654,E00000029,5,-2,6,1,-2,1,3,2,-1,2,8,6,2
3246,E00000027,5,-2,6,5,-2,2,3,1,-1,2,1,8,1
4489,E00166755,-2,-2,-1,-1,-2,0,5,1,-1,1,-1,-1,1
3664,E00000029,5,-2,6,2,-2,3,3,2,-1,2,9,2,1
2796,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4624,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
2420,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
613,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
1768,E00000020,5,-2,5,1,-2,1,2,1,-1,2,4,2,1
1377,E00000017,5,-2,6,1,-2,1,1,1,-1,2,1,4,2
5335,E00166758,5,-2,6,1,-2,1,6,1,-1,2,2,2,1
1717,E00000020,5,-2,2,1,-2,1,4,3,-1,2,2,2,2
4707,E00166756,-2,30,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
733,E00000012,5,-2,5,1,-2,1,3,1,-1,2,8,2,1
4209,E00000035,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
3621,E00000029,5,-2,5,5,-2,4,6,3,-1,2,5,2,1
2258,E00000024,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
4161,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
3353,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
257,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
2451,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
398,E00000005,5,-2,6,3,-2,2,2,1,-1,2,1,2,1
2896,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
2498,E00000025,5,-2,2,1,-2,1,2,1,-1,2,3,2,2
3883,E00000031,5,-2,5,2,-2,2,2,1,-1,2,5,5,2
1853,E00000021,5,-2,2,4,-2,2,3,2,-1,2,1,2,1
4914,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
2207,E00000023,5,-2,5,4,-2,2,4,2,-1,2,3,2,2
851,E00000013,5,-2,3,1,-2,1,3,2,-1,2,3,4,1
231,E00000003,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1997,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,2,1
4215,E00000035,5,-2,6,5,-2,2,4,1,-1,2,2,6,1
5502,E00166759,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
167,E00000003,5,-2,2,2,-2,2,6,4,-1,2,3,2,2
1548,E00000018,4,-2,6,3,-2,2,3,2,-1,2,1,2,1
2931,E00000026,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
2402,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1022,E00000014,5,-2,5,1,-2,1,4,4,-1,2,6,4,1
2962,E00000026,5,-2,6,1,-2,1,4,1,-1,2,1,2,2
4120,E00000035,5,-2,3,2,-2,2,3,2,-1,2,2,2,1
2100,E00000022,5,-2,5,1,-2,1,3,2,-1,2,2,6,1
530,E00000007,5,-2,6,1,-2,1,3,1,-1,2,3,6,2
4442,E00166755,5,-2,6,2,-2,3,4,2,-1,2,6,4,1
2725,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
2564,E00000025,5,-2,6,1,-2,1,1,1,-1,2,1,3,1
1655,E00000019,5,-2,6,2,-2,2,4,2,-1,2,1,2,2
2560,E00000025,5,-2,6,1,-2,1,1,1,-1,1,5,6,3
275,E00000005,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
4365,E00166755,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
3498,E00000028,5,-2,6,1,-2,1,6,1,-1,2,1,2,1
3270,E00000027,5,-2,6,2,-2,3,4,3,-1,2,1,2,1
4058,E00000032,5,-2,5,2,-2,4,5,2,-1,2,1,2,3
4669,E00166756,5,-2,6,1,-2,1,2,1,-1,2,4,4,2
3466,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
822,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,4,1
936,E00000014,5,-2,2,1,-2,1,2,1,-1,2,8,2,2
509,E00000007,5,-2,3,2,-2,4,4,2,-1,2,2,6,1
3397,E00000028,5,-2,2,2,-2,2,3,1,-1,2,1,2,3
1954,E00000021,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
425,E00000005,5,-2,6,3,-2,2,3,1,-1,2,2,2,2
1137,E00000016,5,-2,2,2,-2,3,5,3,-1,2,1,2,1
4550,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
2233,E00000023,5,-2,6,1,-2,1,4,2,-1,2,4,6,1
4661,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1962,E00000021,5,-2,6,1,-2,1,3,2,-1,2,1,4,1
279,E00000005,5,-2,2,2,-2,2,3,1,-1,2,3,2,1
5216,E00166758,5,-2,2,2,-2,2,5,3,-1,2,1,2,2
4631,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
4606,E00166756,5,-2,3,1,-2,1,3,1,-1,2,1,6,1
4027,E00000032,5,-2,5,4,-2,2,4,2,-1,2,2,2,1
2783,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4002,E00000032,5,-2,5,5,-2,2,3,1,-1,2,6,7,1
5204,E00166758,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
1627,E00000019,5,-2,3,1,-2,1,6,4,-1,2,2,2,2
21,E00000001,5,-2,2,2,-2,2,5,2,-1,2,3,2,1
3567,E00000029,5,-2,3,1,-2,1,3,1,-1,2,4,2,3
4581,E00166756,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
1387,E00000017,5,-2,6,1,-2,1,4,1,-1,2,1,4,2
2038,E00000021,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4437,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,5,1
1404,E00000017,5,-2,6,5,-2,4,6,4,-1,2,1,4,1
3590,E00000029,5,-2,5,4,-2,2,2,1,-1,2,4,4,1
2013,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1185,E00000016,5,-2,5,1,-2,1,3,2,-1,2,1,2,1
3040,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2434,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1157,E00000016,5,-2,3,2,-2,2,3,1,-1,2,3,2,1
2349,E00000024,5,-2,6,1,-2,1,4,1,-1,2,3,3,1
4922,E00166757,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
3569,E00000029,5,-2,3,3,-2,3,3,1,-1,2,6,2,2
401,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
4077,E00000032,5,-2,5,2,-2,2,6,1,-1,2,2,7,1
2576,E00000025,5,-2,6,1,-2,1,2,1,-1,2,3,2,1
1671,E00000019,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
2043,E00000022,5,-2,2,1,-2,1,3,2,-1,2,2,2,1
2269,E00000024,5,-2,3,1,-2,1,3,1,-1,2,3,2,2
1944,E00000021,5,-2,6,2,-2,2,2,1,-1,2,2,2,3
5422,E00166759,5,-2,3,1,-2,1,1,1,-1,2,1,6,1
1565,E00000018,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4620,E00166756,5,-2,5,5,-2,2,4,2,-1,2,2,4,2
112,E00000001,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
2936,E00000026,5,-2,6,1,-2,1,3,1,-1,2,9,6,2
2057,E00000022,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
2152,E00000023,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
2435,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1031,E00000014,5,-2,6,1,-2,1,1,1,-1,2,6,6,1
4135,E00000035,5,-2,3,2,-2,2,5,1,-1,2,1,6,1
3196,E00000027,5,-2,6,1,-2,1,2,1,-1,2,3,5,1
1068,E00000016,5,-2,2,1,-2,1,2,1,-1,2,5,2,1
2297,E00000024,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3623,E00000029,5,-2,6,1,-2,1,1,1,-1,2,2,5,1
4870,E00166757,5,-2,6,3,-2,2,2,1,-1,1,1,4,1
3041,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5092,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1640,E00000019,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
1713,E00000020,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
3838,E00000030,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4901,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
354,E00000005,5,-2,3,2,-2,2,4,1,-1,2,2,2,2
4684,E00166756,5,-2,6,1,-2,1,3,2,-1,2,1,5,1
147,E00000003,5,-2,2,1,-2,1,6,4,-1,2,1,2,2
5127,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2765,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4753,E00166757,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
1747,E00000020,5,-2,3,1,-2,1,4,1,-1,2,2,2,2
3311,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2637,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
5518,E00166759,5,-2,6,1,-2,1,4,2,-1,2,8,4,1
1454,E00000018,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
1001,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,5,2
3935,E00000031,5,-2,6,1,-2,1,3,1,-1,1,3,4,1
3059,E00000027,5,-2,2,1,-2,1,1,1,-1,2,2,2,2
1956,E00000021,5,-2,6,1,-2,1,3,1,-1,2,9,4,1
542,E00000007,5,-2,6,1,-2,1,4,1,-1,2,2,4,1
2208,E00000023,5,-2,5,4,-2,2,4,2,-1,2,5,4,1
4067,E00000032,5,-2,5,2,-2,4,5,3,-1,2,4,5,2
190,E00000003,4,-2,3,1,-2,1,6,4,-1,2,2,2,1
4026,E00000032,5,-2,5,2,-2,2,4,2,-1,2,2,6,1
2075,E00000022,5,-2,3,2,-2,2,4,2,-1,2,4,2,2
4127,E00000035,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
1868,E00000021,5,-2,2,1,-2,1,4,2,-1,2,4,2,1
2251,E00000024,5,-2,2,1,-2,1,3,2,-1,2,1,2,3
3589,E00000029,5,-2,5,4,-2,2,2,1,-1,2,7,3,1
970,E00000014,5,-2,5,1,-2,1,1,1,-1,2,7,2,1
696,E00000012,5,-2,3,2,-2,2,3,1,-1,2,8,2,2
3756,E00000030,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
3561,E00000029,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
902,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
96,E00000001,5,-2,6,4,-2,3,6,3,-1,2,2,2,3
4493,E00166755,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4463,E00166755,-2,27,-2,-1,1,-1,-1,-1,-1,2,-1,-1,1
4217,E00000035,4,-2,6,2,-2,2,4,2,-1,2,1,6,1
1405,E00000017,5,-2,6,5,-2,4,6,4,-1,2,1,4,2
117,E00000003,5,-2,2,1,-2,1,3,1,-1,2,2,2,3
2772,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3753,E00000030,5,-2,5,1,-2,1,1,1,-1,2,2,2,1
3228,E00000027,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
2688,E00000025,5,-2,6,1,-2,1,5,3,-1,2,1,2,1
4590,E00166756,5,-2,3,1,-2,1,1,1,-1,2,1,2,2
3123,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,2,1
3562,E00000029,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
972,E00000014,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
2107,E00000022,5,-2,5,1,-2,1,4,2,-1,2,6,6,1
4698,E00166756,5,-2,6,1,-2,1,4,2,-1,2,2,4,1
1765,E00000020,5,-2,3,4,-2,3,6,2,-1,2,1,2,2
336,E00000005,5,-2,3,1,-2,1,3,1,-1,2,2,2,2
3438,E00000028,5,-2,6,1,-2,1,2,1,-1,2,4,2,1
2309,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
3027,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4740,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3559,E00000029,5,-2,2,2,-2,2,2,1,-1,2,3,2,1
4794,E00166757,5,-2,3,1,-2,1,2,1,-1,1,3,4,1
194,E00000003,5,-2,3,2,-2,2,6,4,-1,2,1,2,2
5195,E00166758,5,-2,2,1,-2,1,4,2,-1,2,5,2,1
3402,E00000028,5,-2,3,1,-2,1,2,1,-1,1,1,7,1
5481,E00166759,5,-2,6,1,-2,1,1,1,-1,2,9,4,1
5546,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3049,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4380,E00166755,5,-2,6,3,-2,2,2,1,-1,2,2,6,1
3864,E00000030,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1594,E00000019,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
221,E00000003,5,-2,6,2,-2,3,6,4,-1,2,3,4,1
5183,E00166758,5,-2,2,2,-2,3,3,2,-1,2,3,4,2
1227,E00000016,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
1332,E00000017,5,-2,3,1,-2,1,5,3,-1,2,1,2,1
1105,E00000016,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
1958,E00000021,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
4816,E00166757,5,-2,3,2,-2,2,4,1,-1,2,2,5,1
286,E00000005,5,-2,2,2,-2,2,3,2,-1,2,1,4,1
5370,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
3502,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3775,E00000030,5,-2,5,1,-2,1,2,1,-1,2,2,4,1
1166,E00000016,5,-2,3,1,-2,1,4,2,-1,2,3,2,1
3835,E00000030,5,-2,6,1,-2,1,1,1,-1,2,6,4,1
5098,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
5489,E00166759,5,-2,6,5,-2,2,1,1,-1,2,1,2,1
2900,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
5386,E00166759,5,-2,2,1,-2,1,2,1,-1,2,4,2,1
3776,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,4,1
143,E00000003,5,-2,2,1,-2,1,6,3,-1,2,2,2,2
5132,E00166758,5,-2,2,1,-2,1,2,1,-1,2,2,2,2
1124,E00000016,5,-2,2,4,-2,3,4,1,-1,2,1,2,1
3312,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4104,E00000035,5,-2,2,1,-2,1,4,2,-1,2,1,6,1
966,E00000014,5,-2,5,1,-2,1,1,1,-1,2,4,2,1
1688,E00000020,5,-2,2,5,-2,3,2,2,-1,2,1,2,2
3105,E00000027,5,-2,3,1,-2,1,2,1,-1,2,3,2,1
2193,E00000023,5,-2,5,2,-2,2,3,2,-1,2,2,2,1
3713,E00000029,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5128,E00166757,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4159,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
3483,E00000028,5,-2,6,3,-2,2,3,1,-1,2,9,5,1
323,E00000005,5,-2,3,1,-2,1,1,1,-1,2,1,2,3
1977,E00000021,5,-2,6,3,-2,3,3,1,-1,2,1,3,2
5169,E00166758,5,-2,2,2,-2,2,3,1,-1,2,1,2,1
3326,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1643,E00000019,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
809,E00000013,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
486,E00000007,5,-2,2,3,-2,2,3,2,-1,2,1,2,3
741,E00000012,5,-2,5,1,-2,1,3,1,-1,2,6,6,2
1076,E00000016,5,-2,2,2,-2,2,2,1,-1,2,1,2,1
4181,E00000035,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
3662,E00000029,5,-2,6,5,-2,2,3,2,-1,2,9,2,2
3319,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1364,E00000017,5,-2,5,1,-2,1,5,3,-1,2,1,4,1
2276,E00000024,5,-2,3,1,-2,1,4,2,-1,1,1,2,2
1340,E00000017,5,-2,3,1,-2,1,6,1,-1,2,2,2,2
3999,E00000032,5,-2,5,3,-2,2,3,1,-1,2,3,6,1
1766,E00000020,5,-2,3,2,-2,4,6,3,-1,2,2,2,2
3892,E00000031,5,-2,5,1,-2,1,3,1,-1,2,7,2,1
2173,E00000023,5,-2,3,1,-2,1,4,2,-1,1,2,4,1
2954,E00000026,5,-2,6,5,-2,2,3,2,-1,2,1,4,1
758,E00000012,5,-2,5,4,-2,2,3,1,-1,2,7,2,1
3258,E00000027,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4369,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
5435,E00166759,5,-2,3,1,-2,1,3,2,-1,2,1,2,1
1383,E00000017,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
2846,E00000026,5,-2,2,2,-2,2,4,2,-1,2,2,3,3
4995,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1212,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
3693,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
946,E00000014,5,-2,2,1,-2,1,6,1,-1,2,2,2,1
3471,E00000028,5,-2,6,1,-2,1,3,1,-1,2,9,4,1
4381,E00166755,5,-2,6,3,-2,2,2,1,-1,2,9,8,1
1023,E00000014,5,-2,5,1,-2,1,5,1,-1,2,2,2,1
5005,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2743,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2759,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3111,E00000027,5,-2,3,1,-2,1,2,1,-1,2,3,2,3
3895,E00000031,5,-2,5,1,-2,1,3,1,-1,2,2,5,2
3455,E00000028,5,-2,6,5,-2,2,2,1,-1,2,3,7,1
5338,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1356,E00000017,5,-2,3,2,-2,3,6,4,-1,2,1,2,2
2909,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
1628,E00000019,5,-2,5,1,-2,1,3,1,-1,2,6,2,1
5133,E00166758,5,-2,2,1,-2,1,2,1,-1,2,1,2,3
766,E00000012,5,-2,5,2,-2,3,3,2,-1,2,3,2,1
4717,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1074,E00000016,5,-2,2,1,-2,1,2,1,-1,2,1,4,1
3101,E00000027,5,-2,3,5,-2,2,1,1,-1,2,1,2,1
1549,E00000018,5,-2,6,3,-2,2,3,2,-1,2,2,6,1
2998,E00000026,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
868,E00000013,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
773,E00000012,5,-2,5,3,-2,3,4,1,-1,2,7,6,1
1985,E00000021,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4731,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3416,E00000028,5,-2,6,1,-2,1,1,1,-1,1,3,4,1
4307,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4723,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1368,E00000017,5,-2,5,2,-2,2,6,1,-1,2,4,2,1
69,E00000001,5,-2,3,2,-2,4,6,3,-1,2,1,2,2
4271,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1887,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
4252,E00000035,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
1357,E00000017,5,-2,3,2,-2,4,6,3,-1,2,2,2,2
3818,E00000030,5,-2,5,1,-2,1,5,1,-1,2,3,2,1
1761,E00000020,5,-2,3,3,-2,2,5,2,-1,2,1,2,2
75,E00000001,5,-2,5,1,-2,1,5,3,-1,2,3,2,1
421,E00000005,5,-2,6,2,-2,2,3,1,-1,2,2,4,1
265,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
1250,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
200,E00000003,5,-2,3,2,-2,3,6,4,-1,2,1,2,1
4300,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
604,E00000010,5,-2,5,1,-2,1,1,1,-1,2,3,2,1
795,E00000012,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
5018,E00166757,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1337,E00000017,5,-2,3,2,-2,4,5,3,-1,2,2,2,1
1527,E00000018,4,-2,5,1,-2,1,3,2,-1,2,2,2,1
2438,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
318,E00000005,5,-2,2,2,-2,2,5,3,-1,2,1,2,3
1424,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
2913,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,3
3511,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3925,E00000031,5,-2,5,5,-2,3,4,2,-1,2,9,2,2
