HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO,HRPID,FILLED
2819,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
3278,E00000027,5,-2,6,1,-2,1,6,1,-1,2,2,6,1,2521,True
268,E00000005,5,-2,2,1,-2,1,3,1,-1,2,3,2,3,4888,True
3932,E00000031,5,-2,6,1,-2,1,2,1,-1,2,9,8,2,4784,True
1379,E00000017,5,-2,6,1,-2,1,1,1,-1,2,6,6,1,5914,True
2519,E00000025,5,-2,2,1,-2,1,5,2,-1,2,2,2,1,5591,True
3555,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5531,E00166759,5,-2,6,5,-2,3,4,2,-1,2,1,2,1,578,False
3848,E00000030,5,-2,6,1,-2,1,4,1,-1,2,2,4,1,4457,True
1741,E00000020,5,-2,3,3,-2,2,3,1,-1,2,4,2,1,3003,True
4720,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3854,E00000030,5,-2,6,5,-2,3,4,3,-1,2,1,4,1,579,False
652,E00000010,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,3871,True
3433,E00000028,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4248,True
2229,E00000023,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,3283,True
4818,E00166757,5,-2,3,2,-2,2,4,2,-1,2,1,4,1,1192,True
4195,E00000035,5,-2,6,2,-2,2,3,2,-1,2,9,2,1,5338,True
441,E00000005,5,-2,6,1,-2,1,4,2,-1,2,1,2,1,5877,True
3236,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,4,1,5975,True
835,E00000013,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,3826,True
2409,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4912,E00166757,5,-2,6,1,-2,1,3,2,-1,1,2,6,1,5241,True
659,E00000010,5,-2,6,2,-2,2,3,1,-1,2,2,3,1,1122,True
2477,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5012,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5363,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5470,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,2,1,2086,True
3970,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,5,2,3766,True
1008,E00000014,5,-2,5,3,-2,2,2,1,-1,2,1,2,1,1992,True
4907,E00166757,5,-2,6,1,-2,1,3,1,-1,2,9,6,1,4662,True
1243,E00000016,5,-2,6,2,-2,4,4,2,-1,2,1,2,1,1445,False
104,E00000001,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
188,E00000003,5,-2,3,1,-2,1,6,3,-1,2,1,2,1,1837,True
5328,E00166758,5,-2,6,3,-2,2,4,1,-1,2,3,4,1,2860,True
39,E00000001,5,-2,2,2,-2,4,5,3,-1,2,4,2,1,502,False
4524,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
5402,E00166759,5,-2,2,4,-2,2,3,2,-1,2,2,2,3,3853,True
1777,E00000020,5,-2,6,3,-2,2,2,1,-1,2,2,2,1,1257,True
812,E00000013,5,-2,2,1,-2,1,2,1,-1,2,3,2,1,5315,True
4088,E00000032,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3095,E00000027,5,-2,3,1,-2,1,1,1,-1,2,1,2,1,2787,True
776,E00000012,5,-2,5,2,-2,4,4,2,-1,2,4,2,2,1553,False
1108,E00000016,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,5848,True
4340,E00166755,5,-2,3,1,-2,1,3,1,-1,2,1,6,2,3072,True
3423,E00000028,5,-2,6,1,-2,1,1,1,-1,2,2,2,2,1768,True
1991,E00000021,5,-2,6,3,-2,2,4,1,-1,2,2,2,1,3082,True
2701,E00000025,5,-2,6,3,-2,2,6,4,-1,2,2,2,1,1193,True
2182,E00000023,5,-2,3,2,-2,2,5,3,-1,2,1,2,1,3157,True
2422,E00000024,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
2736,E00000025,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
2530,E00000025,5,-2,3,1,-2,1,3,2,-1,2,2,2,1,3112,True
168,E00000003,5,-2,2,2,-2,2,6,4,-1,2,1,6,1,3028,True
1262,E00000016,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
1966,E00000021,5,-2,6,2,-2,2,3,1,-1,2,1,2,2,1815,True
471,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
3223,E00000027,5,-2,6,5,-2,2,2,1,-1,2,1,4,1,5816,False
4774,E00166757,5,-2,2,1,-2,1,4,1,-1,2,9,2,1,5929,True
506,E00000007,5,-2,3,4,-2,2,4,2,-1,2,9,2,2,5069,True
2833,E00000026,5,-2,2,1,-2,1,3,2,-1,2,2,2,3,4424,True
5022,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
2609,E00000025,5,-2,6,3,-2,2,3,1,-1,2,2,2,1,1740,True
3486,E00000028,5,-2,6,5,-2,2,3,2,-1,1,4,2,3,4271,False
2645,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,2,5976,True
3287,E00000027,-2,30,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
2053,E00000022,5,-2,2,1,-2,1,4,2,-1,2,1,4,1,5878,True
1020,E00000014,5,-2,5,1,-2,1,3,1,-1,2,2,7,1,5662,True
591,E00000010,5,-2,3,1,-2,1,1,1,-1,2,1,2,2,4637,True
3424,E00000028,5,-2,6,1,-2,1,1,1,-1,2,1,6,1,5915,True
3108,E00000027,5,-2,3,1,-2,1,2,1,-1,2,1,2,2,5894,True
1626,E00000019,5,-2,3,2,-2,4,5,3,-1,2,2,2,2,5476,False
2413,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1604,E00000019,5,-2,3,1,-2,1,1,1,-1,2,1,2,1,5977,True
1846,E00000021,5,-2,2,1,-2,1,3,2,-1,2,1,2,1,3688,True
2703,E00000025,5,-2,6,5,-2,2,6,4,-1,2,2,2,1,580,False
862,E00000013,5,-2,3,2,-2,4,4,2,-1,2,4,7,1,2213,False
173,E00000003,5,-2,2,2,-2,3,6,3,-1,2,2,6,2,1372,True
13,E00000001,5,-2,2,1,-2,1,5,3,-1,2,2,2,1,3737,True
2741,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
2665,E00000025,4,-2,6,2,-2,2,4,2,-1,2,1,4,2,4097,True
4082,E00000032,5,-2,6,1,-2,1,3,1,-1,2,2,6,2,4530,True
2792,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
625,E00000010,5,-2,5,1,-2,1,3,1,-1,2,1,2,1,5978,True
313,E00000005,5,-2,2,2,-2,3,4,2,-1,2,1,2,2,3158,True
2456,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1139,E00000016,5,-2,2,4,-2,2,6,1,-1,2,2,2,2,3925,True
2108,E00000022,5,-2,5,1,-2,1,4,2,-1,2,7,6,1,940,True
1226,E00000016,5,-2,6,1,-2,1,3,1,-1,2,9,2,1,4187,True
3905,E00000031,5,-2,5,4,-2,2,3,2,-1,2,3,2,1,4613,True
2225,E00000023,5,-2,5,3,-2,3,5,2,-1,2,2,2,1,5214,True
482,E00000007,5,-2,2,1,-2,1,2,1,-1,2,1,2,2,5708,True
4335,E00166755,5,-2,2,1,-2,1,6,3,-1,2,2,4,1,3909,True
50,E00000001,5,-2,2,2,-2,4,6,3,-1,2,2,2,2,1554,False
2610,E00000025,5,-2,6,2,-2,2,3,2,-1,1,1,2,2,553,True
4162,E00000035,5,-2,6,1,-2,1,2,1,-1,2,3,4,1,5609,True
4603,E00166756,5,-2,3,5,-2,2,2,2,-1,2,1,6,1,581,False
5519,E00166759,5,-2,6,2,-2,2,4,2,-1,2,1,2,1,4652,True
330,E00000005,5,-2,3,1,-2,1,3,1,-1,2,1,2,1,4928,True
2751,E00000025,-2,-2,-1,-1,-2,0,3,3,-1,2,-1,-1,1,-1,False
4337,E00166755,5,-2,2,2,-2,4,6,4,-1,1,1,2,2,4957,False
2828,E00000026,5,-2,2,1,-2,1,3,1,-1,2,1,2,1,3738,True
1533,E00000018,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,5739,True
2371,E00000024,5,-2,6,3,-2,2,5,1,-1,2,2,4,2,2861,True
2586,E00000025,5,-2,6,1,-2,1,3,1,-1,2,6,2,2,3113,True
743,E00000012,5,-2,5,1,-2,1,3,1,-1,2,7,8,2,4123,True
4358,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,3767,True
2554,E00000025,5,-2,5,1,-2,1,4,2,-1,2,1,2,1,5709,True
5514,E00166759,5,-2,6,1,-2,1,4,1,-1,2,2,7,2,1179,True
3885,E00000031,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,4425,True
3853,E00000030,5,-2,6,5,-2,3,4,2,-1,2,1,2,1,582,False
4081,E00000032,5,-2,6,1,-2,1,1,1,-1,2,6,8,1,4889,True
992,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,2,1,4421,True
2336,E00000024,5,-2,6,3,-2,2,3,1,-1,2,1,2,2,1320,True
1494,E00000018,4,-2,2,2,-2,4,6,4,-1,2,4,2,2,1123,False
3654,E00000029,5,-2,6,1,-2,1,3,2,-1,2,8,6,2,5190,True
3246,E00000027,5,-2,6,5,-2,2,3,1,-1,2,1,8,1,4841,False
4489,E00166755,-2,-2,-1,-1,-2,0,5,1,-1,1,-1,-1,1,-1,False
3664,E00000029,5,-2,6,2,-2,3,3,2,-1,2,9,2,1,503,True
2796,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4624,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,2,1,3202,True
2420,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
613,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,1,1709,True
1768,E00000020,5,-2,5,1,-2,1,2,1,-1,2,4,2,1,1896,True
1377,E00000017,5,-2,6,1,-2,1,1,1,-1,2,1,4,2,3187,True
5335,E00166758,5,-2,6,1,-2,1,6,1,-1,2,2,2,1,4663,True
1717,E00000020,5,-2,2,1,-2,1,4,3,-1,2,2,2,2,3799,True
4707,E00166756,-2,30,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
733,E00000012,5,-2,5,1,-2,1,3,1,-1,2,8,2,1,5145,True
4209,E00000035,5,-2,6,1,-2,1,4,2,-1,2,1,4,1,1973,True
3621,E00000029,5,-2,5,5,-2,4,6,3,-1,2,5,2,1,4966,False
2258,E00000024,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,5658,True
4161,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,1710,True
3353,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
257,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1,5849,True
2451,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
398,E00000005,5,-2,6,3,-2,2,2,1,-1,2,1,2,1,3134,True
2896,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4929,True
2498,E00000025,5,-2,2,1,-2,1,2,1,-1,2,3,2,2,2485,True
3883,E00000031,5,-2,5,2,-2,2,2,1,-1,2,5,5,2,542,True
1853,E00000021,5,-2,2,4,-2,2,3,2,-1,2,1,2,1,4564,True
4914,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,2743,True
2207,E00000023,5,-2,5,4,-2,2,4,2,-1,2,3,2,2,5904,True
851,E00000013,5,-2,3,1,-2,1,3,2,-1,2,3,4,1,2032,True
231,E00000003,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
1997,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,2,1,2214,True
4215,E00000035,5,-2,6,5,-2,2,4,1,-1,2,2,6,1,4163,False
5502,E00166759,5,-2,6,1,-2,1,3,1,-1,2,2,4,1,5358,True
167,E00000003,5,-2,2,2,-2,2,6,4,-1,2,3,2,2,4353,True
1548,E00000018,4,-2,6,3,-2,2,3,2,-1,2,1,2,1,2447,True
2931,E00000026,5,-2,6,1,-2,1,3,1,-1,2,2,4,1,1165,True
2402,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1022,E00000014,5,-2,5,1,-2,1,4,4,-1,2,6,4,1,5663,True
2962,E00000026,5,-2,6,1,-2,1,4,1,-1,2,1,2,2,1711,True
4120,E00000035,5,-2,3,2,-2,2,3,2,-1,2,2,2,1,2721,True
2100,E00000022,5,-2,5,1,-2,1,3,2,-1,2,2,6,1,4249,True
530,E00000007,5,-2,6,1,-2,1,3,1,-1,2,3,6,2,1305,True
4442,E00166755,5,-2,6,2,-2,3,4,2,-1,2,6,4,1,2799,True
2725,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
2564,E00000025,5,-2,6,1,-2,1,1,1,-1,2,1,3,1,4411,True
1655,E00000019,5,-2,6,2,-2,2,4,2,-1,2,1,2,2,414,True
2560,E00000025,5,-2,6,1,-2,1,1,1,-1,1,5,6,3,4124,True
275,E00000005,5,-2,2,1,-2,1,3,2,-1,2,2,2,2,5740,True
4365,E00166755,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,1242,True
3498,E00000028,5,-2,6,1,-2,1,6,1,-1,2,1,2,1,769,True
3270,E00000027,5,-2,6,2,-2,3,4,3,-1,2,1,2,1,3029,True
4058,E00000032,5,-2,5,2,-2,4,5,2,-1,2,1,2,3,1124,False
4669,E00166756,5,-2,6,1,-2,1,2,1,-1,2,4,4,2,5496,True
3466,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,2,1,1838,True
822,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,4,1,5497,True
936,E00000014,5,-2,2,1,-2,1,2,1,-1,2,8,2,2,2744,True
509,E00000007,5,-2,3,2,-2,4,4,2,-1,2,2,6,1,2763,False
3397,E00000028,5,-2,2,2,-2,2,3,1,-1,2,1,2,3,780,True
1954,E00000021,5,-2,6,1,-2,1,3,1,-1,2,2,4,1,1425,True
425,E00000005,5,-2,6,3,-2,2,3,1,-1,2,2,2,2,1373,True
1137,E00000016,5,-2,2,2,-2,3,5,3,-1,2,1,2,1,4312,True
4550,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1,4280,True
2233,E00000023,5,-2,6,1,-2,1,4,2,-1,2,4,6,1,1166,True
4661,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4018,True
1962,E00000021,5,-2,6,1,-2,1,3,2,-1,2,1,4,1,433,True
279,E00000005,5,-2,2,2,-2,2,3,1,-1,2,3,2,1,3037,True
5216,E00166758,5,-2,2,2,-2,2,5,3,-1,2,1,2,2,2275,True
4631,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1,3768,True
4606,E00166756,5,-2,3,1,-2,1,3,1,-1,2,1,6,1,4339,True
4027,E00000032,5,-2,5,4,-2,2,4,2,-1,2,2,2,1,4408,True
2783,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4002,E00000032,5,-2,5,5,-2,2,3,1,-1,2,6,7,1,583,False
5204,E00166758,5,-2,2,2,-2,2,4,2,-1,2,1,2,1,1194,True
1627,E00000019,5,-2,3,1,-2,1,6,4,-1,2,2,2,2,4340,True
21,E00000001,5,-2,2,2,-2,2,5,2,-1,2,3,2,1,473,True
3567,E00000029,5,-2,3,1,-2,1,3,1,-1,2,4,2,3,5391,True
4581,E00166756,5,-2,2,2,-2,2,3,2,-1,2,1,2,1,1910,True
1387,E00000017,5,-2,6,1,-2,1,4,1,-1,2,1,4,2,5930,True
2038,E00000021,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
4437,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,5,1,1555,True
1404,E00000017,5,-2,6,5,-2,4,6,4,-1,2,1,4,1,584,False
3590,E00000029,5,-2,5,4,-2,2,2,1,-1,2,4,4,1,4909,True
2013,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
1185,E00000016,5,-2,5,1,-2,1,3,2,-1,2,1,2,1,3073,True
3040,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
2434,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1157,E00000016,5,-2,3,2,-2,2,3,1,-1,2,3,2,1,781,True
2349,E00000024,5,-2,6,1,-2,1,4,1,-1,2,3,3,1,5639,True
4922,E00166757,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,1426,True
3569,E00000029,5,-2,3,3,-2,3,3,1,-1,2,6,2,2,5832,False
401,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,1,1614,True
4077,E00000032,5,-2,5,2,-2,2,6,1,-1,2,2,7,1,930,True
2576,E00000025,5,-2,6,1,-2,1,2,1,-1,2,3,2,1,4250,True
1671,E00000019,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
2043,E00000022,5,-2,2,1,-2,1,3,2,-1,2,2,2,1,3284,True
2269,E00000024,5,-2,3,1,-2,1,3,1,-1,2,3,2,2,2433,True
1944,E00000021,5,-2,6,2,-2,2,2,1,-1,2,2,2,3,4098,True
5422,E00166759,5,-2,3,1,-2,1,1,1,-1,2,1,6,1,5808,True
1565,E00000018,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4620,E00166756,5,-2,5,5,-2,2,4,2,-1,2,2,4,2,523,False
112,E00000001,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
2936,E00000026,5,-2,6,1,-2,1,3,1,-1,2,9,6,2,1611,True
2057,E00000022,5,-2,2,2,-2,2,4,2,-1,2,2,2,1,2800,True
2152,E00000023,5,-2,2,1,-2,1,4,2,-1,2,1,2,1,5787,True
2435,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1031,E00000014,5,-2,6,1,-2,1,1,1,-1,2,6,6,1,3963,True
4135,E00000035,5,-2,3,2,-2,2,5,1,-1,2,1,6,1,1032,True
3196,E00000027,5,-2,6,1,-2,1,2,1,-1,2,3,5,1,5610,True
1068,E00000016,5,-2,2,1,-2,1,2,1,-1,2,5,2,1,5955,True
2297,E00000024,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,5788,True
3623,E00000029,5,-2,6,1,-2,1,1,1,-1,2,2,5,1,1483,True
4870,E00166757,5,-2,6,3,-2,2,2,1,-1,1,1,4,1,2591,True
3041,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5092,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1640,E00000019,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,1243,True
1713,E00000020,5,-2,2,1,-2,1,4,2,-1,2,1,2,2,2144,True
3838,E00000030,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,1839,True
4901,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,6,1,4796,True
354,E00000005,5,-2,3,2,-2,2,4,1,-1,2,2,2,2,2537,True
4684,E00166756,5,-2,6,1,-2,1,3,2,-1,2,1,5,1,540,True
147,E00000003,5,-2,2,1,-2,1,6,4,-1,2,1,2,2,5316,True
5127,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
2765,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
4753,E00166757,5,-2,2,1,-2,1,3,1,-1,2,2,2,2,5689,True
1747,E00000020,5,-2,3,1,-2,1,4,1,-1,2,2,2,2,5789,True
3311,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2637,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1,1712,True
5518,E00166759,5,-2,6,1,-2,1,4,2,-1,2,8,4,1,5790,True
1454,E00000018,5,-2,2,1,-2,1,3,1,-1,2,1,2,2,4930,True
1001,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,5,2,5640,True
3935,E00000031,5,-2,6,1,-2,1,3,1,-1,1,3,4,1,1072,True
3059,E00000027,5,-2,2,1,-2,1,1,1,-1,2,2,2,2,1897,True
1956,E00000021,5,-2,6,1,-2,1,3,1,-1,2,9,4,1,5823,True
542,E00000007,5,-2,6,1,-2,1,4,1,-1,2,2,4,1,5824,True
2208,E00000023,5,-2,5,4,-2,2,4,2,-1,2,5,4,1,4962,True
4067,E00000032,5,-2,5,2,-2,4,5,3,-1,2,4,5,2,2276,False
190,E00000003,4,-2,3,1,-2,1,6,4,-1,2,2,2,1,1073,True
4026,E00000032,5,-2,5,2,-2,2,4,2,-1,2,2,6,1,1741,True
2075,E00000022,5,-2,3,2,-2,2,4,2,-1,2,4,2,2,1504,True
4127,E00000035,5,-2,3,1,-2,1,4,2,-1,2,2,2,1,426,True
1868,E00000021,5,-2,2,1,-2,1,4,2,-1,2,4,2,1,2878,True
2251,E00000024,5,-2,2,1,-2,1,3,2,-1,2,1,2,3,1538,True
3589,E00000029,5,-2,5,4,-2,2,2,1,-1,2,7,3,1,631,True
970,E00000014,5,-2,5,1,-2,1,1,1,-1,2,7,2,1,1840,True
696,E00000012,5,-2,3,2,-2,2,3,1,-1,2,8,2,2,3119,True
3756,E00000030,5,-2,5,1,-2,1,1,1,-1,2,8,2,1,3044,True
3561,E00000029,5,-2,2,1,-2,1,3,2,-1,2,1,2,1,5979,True
902,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
96,E00000001,5,-2,6,4,-2,3,6,3,-1,2,2,2,3,4963,True
4493,E00166755,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
4463,E00166755,-2,27,-2,-1,1,-1,-1,-1,-1,2,-1,-1,1,-1,False
4217,E00000035,4,-2,6,2,-2,2,4,2,-1,2,1,6,1,2801,True
1405,E00000017,5,-2,6,5,-2,4,6,4,-1,2,1,4,2,524,False
117,E00000003,5,-2,2,1,-2,1,3,1,-1,2,2,2,3,5931,True
2772,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
3753,E00000030,5,-2,5,1,-2,1,1,1,-1,2,2,2,1,4069,True
3228,E00000027,5,-2,6,1,-2,1,3,1,-1,2,1,2,1,5791,True
2688,E00000025,5,-2,6,1,-2,1,5,3,-1,2,1,2,1,5554,True
4590,E00166756,5,-2,3,1,-2,1,1,1,-1,2,1,2,2,2336,True
3123,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,2,1,5895,True
3562,E00000029,5,-2,2,1,-2,1,3,2,-1,2,2,2,2,3019,True
972,E00000014,5,-2,5,1,-2,1,1,1,-1,2,8,2,1,3935,True
2107,E00000022,5,-2,5,1,-2,1,4,2,-1,2,6,6,1,1484,True
4698,E00166756,5,-2,6,1,-2,1,4,2,-1,2,2,4,1,1841,True
1765,E00000020,5,-2,3,4,-2,3,6,2,-1,2,1,2,2,4740,True
336,E00000005,5,-2,3,1,-2,1,3,1,-1,2,2,2,2,3701,True
3438,E00000028,5,-2,6,1,-2,1,2,1,-1,2,4,2,1,2574,True
2309,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,6,1,5555,True
3027,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4740,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3559,E00000029,5,-2,2,2,-2,2,2,1,-1,2,3,2,1,2933,True
4794,E00166757,5,-2,3,1,-2,1,2,1,-1,1,3,4,1,1615,True
194,E00000003,5,-2,3,2,-2,2,6,4,-1,2,1,2,2,1374,True
5195,E00166758,5,-2,2,1,-2,1,4,2,-1,2,5,2,1,1769,True
3402,E00000028,5,-2,3,1,-2,1,2,1,-1,1,1,7,1,2087,True
5481,E00166759,5,-2,6,1,-2,1,1,1,-1,2,9,4,1,5242,True
5546,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3049,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4380,E00166755,5,-2,6,3,-2,2,2,1,-1,2,2,6,1,1791,True
3864,E00000030,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1594,E00000019,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,4070,True
221,E00000003,5,-2,6,2,-2,3,6,4,-1,2,3,4,1,1258,True
5183,E00166758,5,-2,2,2,-2,3,3,2,-1,2,3,4,2,2764,True
1227,E00000016,5,-2,6,1,-2,1,3,1,-1,2,1,4,1,6044,True
1332,E00000017,5,-2,3,1,-2,1,5,3,-1,2,1,2,1,2199,True
1105,E00000016,5,-2,2,1,-2,1,4,1,-1,2,2,2,2,2145,True
1958,E00000021,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,1074,True
4816,E00166757,5,-2,3,2,-2,2,4,1,-1,2,2,5,1,2501,True
286,E00000005,5,-2,2,2,-2,2,3,2,-1,2,1,4,1,1125,True
5370,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1,4493,True
3502,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
3775,E00000030,5,-2,5,1,-2,1,2,1,-1,2,2,4,1,5792,True
1166,E00000016,5,-2,3,1,-2,1,4,2,-1,2,3,2,1,4494,True
3835,E00000030,5,-2,6,1,-2,1,1,1,-1,2,6,4,1,5592,True
5098,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1,-1,False
5489,E00166759,5,-2,6,5,-2,2,1,1,-1,2,1,2,1,5632,False
2900,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,2,2,1306,True
5386,E00166759,5,-2,2,1,-2,1,2,1,-1,2,4,2,1,5951,True
3776,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,4,1,4495,True
143,E00000003,5,-2,2,1,-2,1,6,3,-1,2,2,2,2,3241,True
5132,E00166758,5,-2,2,1,-2,1,2,1,-1,2,2,2,2,5980,True
1124,E00000016,5,-2,2,4,-2,3,4,1,-1,2,1,2,1,4514,True
3312,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4104,E00000035,5,-2,2,1,-2,1,4,2,-1,2,1,6,1,4188,True
966,E00000014,5,-2,5,1,-2,1,1,1,-1,2,4,2,1,1616,True
1688,E00000020,5,-2,2,5,-2,3,2,2,-1,2,1,2,2,764,False
3105,E00000027,5,-2,3,1,-2,1,2,1,-1,2,3,2,1,5556,True
2193,E00000023,5,-2,5,2,-2,2,3,2,-1,2,2,2,1,1690,True
3713,E00000029,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5128,E00166757,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
